Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.4019,Sun Mar 18 20:16:39 +0000 2018,0.255,0.563,0.182,"'A Horrible Day for Democracy': Jeff Flake Blasts McCabe Firing, Encourages 2020 Primary Challenge to Trump
https://t.co/VHWOJ4xmOz",71,@FoxNews
0.5719,Sun Mar 18 20:04:25 +0000 2018,0.0,0.812,0.188,"Vladimir Putin wins Russian presidential election with over 73 percent of the vote, exit polls show… https://t.co/jMvzfUlGYF",72,@FoxNews
0.0,Sun Mar 18 20:03:00 +0000 2018,0.0,1.0,0.0,".@MariaBartiromo: ""The agency has been besmirched by a group of people at the leadership. That's Jim @Comey, Andrew… https://t.co/lLH3xqL6OT",73,@FoxNews
0.0,Sun Mar 18 20:02:02 +0000 2018,0.0,1.0,0.0,"Sheriff's lieutenant caught driving in reverse, honking horn for 'unknown reasons' https://t.co/XubMOrZmVi",74,@FoxNews
0.5994,Sun Mar 18 19:57:40 +0000 2018,0.0,0.671,0.329,".@TGowdySC to Trump Lawyer: 'If POTUS Is Innocent, Act Like It'
https://t.co/kdvioOhh86",75,@FoxNews
-0.7269,Sun Mar 18 19:48:00 +0000 2018,0.289,0.711,0.0,"James Kallstrom: ""They've ruined [@GenFlynn] - and because they threatened his son, you know, they bankrupted this… https://t.co/b4bKz1B0hr",76,@FoxNews
-0.6486,Sun Mar 18 19:47:13 +0000 2018,0.212,0.788,0.0,'This Board Should Be Taken Apart': NY Lawmaker Blasts State Board for Paroling Double Cop Killer https://t.co/3eD7CNCzHG,77,@FoxNews
0.0258,Sun Mar 18 19:39:53 +0000 2018,0.0,0.916,0.084,.@SteveHiltonx: @HillaryClinton’s ‘Deplorables 2’ moment and why it matters for America’s future https://t.co/TzPhF4Cqrr,78,@FoxNews
0.0,Sun Mar 18 19:33:07 +0000 2018,0.0,1.0,0.0,Jim Carrey unveils garish portrait of Sarah Sanders https://t.co/mCrK1ZyqEQ,79,@FoxNews
0.0,Sun Mar 18 19:24:49 +0000 2018,0.0,1.0,0.0,".@jasoninthehouse on 2018 midterms: ""When [Republicans] hear @HillaryClinton and @NancyPelosi, it reminds them why… https://t.co/xG15sLooXu",80,@FoxNews
-0.4404,Sun Mar 18 19:21:05 +0000 2018,0.244,0.756,0.0,.@RandPaul denounces ‘disgraceful’ ex-@CIA chief Brennan over anti-@realDonaldTrump tirade https://t.co/ZK0U6KeIew,81,@FoxNews
0.0,Sun Mar 18 19:20:33 +0000 2018,0.0,1.0,0.0,Single $456.7M Powerball ticket sold in Pennsylvania: report https://t.co/6xfGUrSm9X,82,@FoxNews
-0.5423,Sun Mar 18 19:19:42 +0000 2018,0.156,0.844,0.0,"RT @EricShawnTV: I anchor @FoxNews at 4pm EDT: Sen. @LindseyGrahamSC  says ""Russia is an enemy of democracy."" How can @POTUS @realDonaldTru…",83,@FoxNews
0.0,Sun Mar 18 19:19:00 +0000 2018,0.0,1.0,0.0,Officials hold press conference on Austin package bombs. (Courtesy: KEYE) https://t.co/YUbo2mJjGO,84,@FoxNews
0.0,Sun Mar 18 19:19:00 +0000 2018,0.0,1.0,0.0,".@newtgingrich: ""We rely as a country on the rule of law... We have as a country an obligation to root out the canc… https://t.co/kJDZ76L8DT",85,@FoxNews
0.0,Sun Mar 18 19:16:03 +0000 2018,0.0,1.0,0.0,".@GregGutfeldShow: Trump Thinks 'Long-Term' While Dems are 'Half-A-Plan'-ers @GregGutfeldShow
https://t.co/D7CQM3AGvo",86,@FoxNews
0.0,Sun Mar 18 19:15:34 +0000 2018,0.0,1.0,0.0,".@KarlRove on PA election: ""Rick Saccone ran as Trump 2.0. That only works if your opponent is Hillary 2.0.""… https://t.co/JbL55v7WIx",87,@FoxNews
-0.128,Sun Mar 18 19:14:17 +0000 2018,0.239,0.618,0.143,".@RepGoodlatte: ""There is a serious problem with several people who were - and I'm thankful to say are no longer -… https://t.co/9PXr0d9VCo",88,@FoxNews
0.0,Sun Mar 18 19:10:23 +0000 2018,0.0,1.0,0.0,Turnover rate in past administrations. https://t.co/eTwSKdYW9a,89,@FoxNews
0.0,Sun Mar 18 19:07:48 +0000 2018,0.0,1.0,0.0,".@dagenmcdowell: ""The RNC so far in the 2018 cycle is outraising the DNC 2 to 1."" https://t.co/J9LciQR3tl",90,@FoxNews
0.0,Sun Mar 18 19:05:57 +0000 2018,0.0,1.0,0.0,RT @FoxBusiness: Obama ‘Fast and Furious’ documents to be released: Brian Terry's family reacts   https://t.co/AVY3M2SG0M,91,@FoxNews
0.0,Sun Mar 18 19:03:49 +0000 2018,0.0,1.0,0.0,Paralympian Marine vet is gifted a custom home https://t.co/Unv4dyJilu,92,@FoxNews
-0.0258,Sun Mar 18 18:54:49 +0000 2018,0.135,0.736,0.129,"Some officials wanted Stoneman Douglas suspect Nikolas Cruz committed in 2016, report says https://t.co/b0k2NCnL0j",93,@FoxNews
0.0,Sun Mar 18 18:54:00 +0000 2018,0.0,1.0,0.0,"On @foxandfriends, @DiamondandSilk pointed out what they see as a left-wing double standard regarding religion.… https://t.co/FTd4lyWMDt",94,@FoxNews
-0.5574,Sun Mar 18 18:49:00 +0000 2018,0.159,0.841,0.0,".@AlanDersh: “Even if the president wanted McCabe fired, I don’t see that he could have any influence on that decis… https://t.co/KK4SR5Pqsa",95,@FoxNews
-0.4767,Sun Mar 18 18:47:45 +0000 2018,0.181,0.819,0.0,"President @realDonaldTrump: Never saw McCabe take notes, 'Can we call them fake memos?' https://t.co/R4MxCHc80V https://t.co/FPJzYc1lKX",96,@FoxNews
0.0258,Sun Mar 18 18:45:16 +0000 2018,0.153,0.69,0.158,".@SenatorDurbin on @HillaryClinton's comments on Trump voters: ""My friend Hillary Clinton is wrong. Thirty percent… https://t.co/dYPTEG4cdY",97,@FoxNews
0.7003,Sun Mar 18 18:44:54 +0000 2018,0.0,0.547,0.453,".@Joy_Villa: Mr. @realDonaldTrump, please hear my heartfelt plea
https://t.co/GhrdwJS5E9",98,@FoxNews
-0.0516,Sun Mar 18 18:43:27 +0000 2018,0.262,0.534,0.204,"Peter Thiel: ""Our greatest political problem is the problem of political correctness."" #SundayFutures… https://t.co/Gw7gl9s5Jc",99,@FoxNews
0.0,Mon Mar 19 03:34:04 +0000 2018,0.0,1.0,0.0,"RT @mannyNYT: Austin police, FBI and ATF are responding to reports of another explosion in Austin tonight https://t.co/hU3JL1HBqk",0,@NYTimes
0.2263,Mon Mar 19 03:21:05 +0000 2018,0.0,0.917,0.083,RT @NYTSports: Marie Gulich had 14 points and 12 rebounds to lead sixth-seeded Oregon State to its third straight regional semifinal appear…,1,@NYTimes
0.0772,Mon Mar 19 03:05:07 +0000 2018,0.0,0.915,0.085,Marjory Stoneman Douglas High School officials considered forcibly committing Nikolas Cruz for psychiatric evaluati… https://t.co/Q0SC9VxyGE,2,@NYTimes
-0.5267,Mon Mar 19 02:49:33 +0000 2018,0.195,0.805,0.0,"Easter Island is eroding. Climate change is threatening its future, and also its past. https://t.co/N1JQhQOkHb",3,@NYTimes
0.0,Mon Mar 19 02:31:00 +0000 2018,0.0,1.0,0.0,Uber’s New Rival in Australia: An Indian Upstart https://t.co/9oQuvMPwTC,4,@NYTimes
-0.7506,Mon Mar 19 02:26:04 +0000 2018,0.552,0.448,0.0,"After Beating No. 1, U.M.B.C. Falls to a No. 9 https://t.co/4CIcdOL8Kx",5,@NYTimes
0.6369,Mon Mar 19 02:20:18 +0000 2018,0.0,0.826,0.174,"""I’ve written more than 100 articles, heard many couples say, 'I do,' and listened to their love stories. ... It’s… https://t.co/44DEx38bS6",6,@NYTimes
0.5719,Mon Mar 19 02:02:35 +0000 2018,0.0,0.575,0.425,A perfect dinner side dish https://t.co/WEiFYUkUZh https://t.co/0Dt8Zvnumz,7,@NYTimes
0.0,Mon Mar 19 01:45:17 +0000 2018,0.0,1.0,0.0,"RT @nytimesmusic: Ashlee Simpson: you asked, we answered https://t.co/pYRBAt9gUS https://t.co/crGC1w2skw",8,@NYTimes
0.3612,Mon Mar 19 01:28:12 +0000 2018,0.0,0.872,0.128,Some new restaurants you just know are going to be copied like Chanel handbags. See: Babu Ji. https://t.co/SA0AKKeqDW,9,@NYTimes
0.5719,Mon Mar 19 01:09:40 +0000 2018,0.0,0.778,0.222,"Masters Preview? Rory McIlroy Wins at Bay Hill, and Tiger Woods Makes a Run https://t.co/hwDIsEFsEX",10,@NYTimes
0.0,Mon Mar 19 01:07:03 +0000 2018,0.0,1.0,0.0,"A dozen people close to President Trump or the White House, including current and former aides and longtime friends… https://t.co/FyTCcICvb8",11,@NYTimes
0.0,Mon Mar 19 00:53:19 +0000 2018,0.0,1.0,0.0,"“Done right, green can actually be more luxurious” than a conventional house https://t.co/ngJavBpCG3",12,@NYTimes
0.0,Mon Mar 19 00:39:10 +0000 2018,0.0,1.0,0.0,"Saudi Crown Prince, in His Own Words: Women Are ‘Absolutely’ Equal https://t.co/N2yoXg1s8x",13,@NYTimes
0.4019,Mon Mar 19 00:35:51 +0000 2018,0.0,0.69,0.31,Bananas and chocolate chips? Yes. https://t.co/g0TsxmD1mH https://t.co/ObdP5VUkTN,14,@NYTimes
0.0772,Mon Mar 19 00:19:46 +0000 2018,0.0,0.894,0.106,Police Plea to Austin Bomber: ‘We Want to Listen to You’ https://t.co/3AdvIQuyHr,15,@NYTimes
0.0,Mon Mar 19 00:05:29 +0000 2018,0.0,1.0,0.0,Texas A&amp;M Swats Second-Seeded North Carolina From Tournament https://t.co/AUJqpEXD7G,16,@NYTimes
0.3612,Sun Mar 18 23:50:48 +0000 2018,0.0,0.872,0.128,A Republican candidate in Maine dropped out after he was excoriated for calling one Parkland shooting survivor a “s… https://t.co/o7GyTEVd4N,17,@NYTimes
0.6369,Sun Mar 18 23:34:30 +0000 2018,0.0,0.656,0.344,Austria’s Far Right Wants the Freedom to Smoke https://t.co/kBlphZomXu,18,@NYTimes
0.0,Sun Mar 18 23:29:31 +0000 2018,0.0,1.0,0.0,Will ‘Grief Is the Thing With Feathers’ Take Flight on Stage? https://t.co/MHGlqkzkZ4,19,@NYTimes
-0.6249,Sun Mar 18 23:26:08 +0000 2018,0.242,0.758,0.0,"President Trump escalated his attacks on Robert Mueller, calling the Russia inquiry partisan. And he accused James… https://t.co/OmX2pwsPRg",20,@NYTimes
-0.3612,Sun Mar 18 23:10:13 +0000 2018,0.263,0.737,0.0,N.C.A.A. Women’s Tournament: Oregon State Upsets Tennessee https://t.co/KQ0Qur7jzc,21,@NYTimes
0.3612,Sun Mar 18 23:06:04 +0000 2018,0.0,0.889,0.111,"HeLa, the cell line named for Henrietta Lacks, has been at the core of treatments for ailments like hemophilia, her… https://t.co/Uzv6yRQBig",22,@NYTimes
-0.4404,Sun Mar 18 22:45:03 +0000 2018,0.146,0.854,0.0,The Trump administration is furiously trying to fend off a bipartisan effort in Congress to halt American military… https://t.co/smBChWXHUy,23,@NYTimes
-0.4215,Sun Mar 18 22:31:06 +0000 2018,0.203,0.797,0.0,"Army, Struggling to Get Technology in Soldiers’ Hands, Tries the Unconventional https://t.co/gtyABUyrgQ",24,@NYTimes
0.4754,Sun Mar 18 22:30:06 +0000 2018,0.1,0.67,0.23,"“The more I delved, the more interesting it became: The complexity of these ridiculously wealthy people who were so… https://t.co/mJgrZgBYXG",25,@NYTimes
0.4939,Sun Mar 18 22:15:08 +0000 2018,0.0,0.862,0.138,"“I don’t care about being the first transgender teen idol at all,” said the German-born singer Kim Petras. “I just… https://t.co/JucLB3j6JZ",26,@NYTimes
0.6249,Sun Mar 18 22:05:19 +0000 2018,0.0,0.687,0.313,Masterpiece Rental: My Life in the ‘American Gothic’ House https://t.co/Bs72ldRDmm,27,@NYTimes
-0.296,Sun Mar 18 22:00:20 +0000 2018,0.16,0.763,0.076,"Bill Hader talks about his darkly weird new HBO series, ""Barry,"" in which he plays a lonely hit man who falls in wi… https://t.co/BxqBmTLXva",28,@NYTimes
-0.5423,Sun Mar 18 21:45:08 +0000 2018,0.249,0.643,0.108,"Trump’s policies and disparaging remarks about immigrants have forced other countries to say, “We have to help each… https://t.co/oRaiWuAJEg",29,@NYTimes
-0.8074,Sun Mar 18 21:35:04 +0000 2018,0.368,0.632,0.0,No. 6 Oregon State stunningly upset No. 3 Tennessee. It was the first time in school history that Tennessee lost at… https://t.co/TLnJrJPInZ,30,@NYTimes
0.6908,Sun Mar 18 21:30:01 +0000 2018,0.0,0.737,0.263,The return of a blockbuster action franchise couldn’t bump “Black Panther” from the top of the box office https://t.co/yiOh273l75,31,@NYTimes
-0.2051,Sun Mar 18 21:21:03 +0000 2018,0.083,0.917,0.0,"Kate McKinnon as Education Secretary Betsy DeVos: “Look, I may not be very good on camera, but behind the scenes, m… https://t.co/S9aX73WpZJ",32,@NYTimes
-0.34,Sun Mar 18 21:15:06 +0000 2018,0.156,0.844,0.0,"As anyone who has worked in Syria knows, paperwork is an obsession here https://t.co/YXl9zwKGFY",33,@NYTimes
-0.2755,Sun Mar 18 21:00:16 +0000 2018,0.081,0.919,0.0,Humans will have to get used to their machine co-workers. But the robot next to you may not be ready to be your rep… https://t.co/AH6NSZh5vQ,34,@NYTimes
-0.1027,Sun Mar 18 20:45:07 +0000 2018,0.085,0.915,0.0,"The decision has stunned almost everyone involved — doctors, restaurant and cafe owners, and smokers themselves https://t.co/qAAOvX5v3z",35,@NYTimes
0.357,Sun Mar 18 20:40:54 +0000 2018,0.0,0.899,0.101,"RT @peterbakernyt: The strategy of not attacking Mueller team directly seems to be over, as Trump and his lawyer suggest that the investiga…",36,@NYTimes
0.0,Sun Mar 18 20:30:08 +0000 2018,0.0,1.0,0.0,"""Unless we experience some kind of unprecedented sea change in the pathological tribalism that now defines our poli… https://t.co/AhDib3ZPQh",37,@NYTimes
0.0772,Sun Mar 18 20:15:08 +0000 2018,0.0,0.929,0.071,"Minnesota’s largest school district suspends an inordinate number of black students compared with white ones, and i… https://t.co/RbZ2sHTltz",38,@NYTimes
0.3612,Sun Mar 18 20:00:16 +0000 2018,0.0,0.884,0.116,"For 4 years, Beth Howard rented the famous cottage in the Grant Wood painting “American Gothic."" ""it was a wild rid… https://t.co/FKaALvknGg",39,@NYTimes
0.0,Sun Mar 18 19:45:04 +0000 2018,0.0,1.0,0.0,Richard Carranza will lead the country’s biggest school district after a stint in Houston so brief that his record… https://t.co/Mcoq3LV1vK,40,@NYTimes
0.0772,Sun Mar 18 19:31:24 +0000 2018,0.082,0.82,0.098,"Lawmakers on both continents said they would demand top Facebook officials, possibly Mark Zuckerberg, testify about… https://t.co/89QsdsNGjd",41,@NYTimes
-0.7003,Sun Mar 18 19:30:02 +0000 2018,0.244,0.756,0.0,Facebook came under harsh criticism from U.S. and British lawmakers after a firm with ties to the Trump campaign ob… https://t.co/Cl4njVU2YI,42,@NYTimes
-0.2023,Sun Mar 18 19:15:05 +0000 2018,0.091,0.909,0.0,"Syrian rebels seized control of the city of Afrin, the target of Turkey’s 2-month military operation against Kurdis… https://t.co/jw9f2nBMqM",43,@NYTimes
0.2023,Sun Mar 18 19:00:19 +0000 2018,0.0,0.833,0.167,"Here are the week’s top stories, and a look ahead https://t.co/wgcfLRxDRk",44,@NYTimes
0.3182,Sun Mar 18 18:45:04 +0000 2018,0.0,0.845,0.155,"""It was liberating to start imagining that there could be meaningful stories told about wreckage, sure, but also me… https://t.co/C0EuTZauTj",45,@NYTimes
-0.1027,Sun Mar 18 18:30:21 +0000 2018,0.197,0.634,0.169,Readers shared their ideas for keeping news-generated stress at bay https://t.co/gLAcnmRCSV,46,@NYTimes
-0.7096,Sun Mar 18 18:15:04 +0000 2018,0.269,0.731,0.0,A Boko Haram attack has left anguished parents and community members asking how such a kidnapping could happen agai… https://t.co/XsRLCev8Wv,47,@NYTimes
0.4215,Sun Mar 18 18:00:10 +0000 2018,0.0,0.865,0.135,"With cheap flights becoming increasingly popular, Air France wants to let travelers know that flying doesn’t have t… https://t.co/e5GcTQ3xhN",48,@NYTimes
-0.1027,Sun Mar 18 17:45:03 +0000 2018,0.116,0.789,0.095,Here are some of the top reads you may have missed in a week filled with news https://t.co/27LqJ1cZTk,49,@NYTimes
0.91,Sun Mar 18 17:30:19 +0000 2018,0.0,0.419,0.581,Saudi leaders hope that encouraging fun will be good for the economy https://t.co/0ReuODMef5,50,@NYTimes
0.0,Sun Mar 18 17:15:08 +0000 2018,0.0,1.0,0.0,"In Opinion,
Op-Ed contributor Jeff Roe writes, ""Instead of wringing our hands about his tweets, let’s start playing… https://t.co/LoRBSmmYIS",51,@NYTimes
-0.5267,Sun Mar 18 17:00:09 +0000 2018,0.152,0.848,0.0,"Police lying persists, even amid an explosion of video evidence that has allowed the public to test officers’ credi… https://t.co/XpILmY1D2Q",52,@NYTimes
-0.8402,Sun Mar 18 16:45:03 +0000 2018,0.333,0.667,0.0,"A bomb threat in Austin, Texas, led to an arrest and the cancellation of a Roots concert at the South by Southwest… https://t.co/hB7IXdAQtY",53,@NYTimes
-0.2263,Sun Mar 18 16:30:06 +0000 2018,0.19,0.711,0.1,"Surprise inspections in the Gulf of Mexico found serious problems, including some that were potentially life threat… https://t.co/Z7bFAQdIhm",54,@NYTimes
0.4215,Sun Mar 18 16:15:07 +0000 2018,0.0,0.872,0.128,"What our reporter found at U.M.B.C. the day after it made basketball history: a dog named True Grit, a Rhodes schol… https://t.co/lPStioViyu",55,@NYTimes
0.0,Sun Mar 18 16:00:04 +0000 2018,0.0,1.0,0.0,Here's what to cook in these final cold days before spring arrives https://t.co/SgGncNOv3f,56,@NYTimes
0.6901,Sun Mar 18 15:51:54 +0000 2018,0.084,0.647,0.268,"RT @cliffordlevy: There were many heroes in the stunning NCAA upset by UMBC. 
One of the most surprising:
The guy who runs the @UMBCAthleti…",57,@NYTimes
0.3612,Sun Mar 18 15:45:11 +0000 2018,0.0,0.872,0.128,A Republican candidate in Maine dropped out after he was excoriated for calling one Parkland shooting survivor a “s… https://t.co/mdtRGfYN0a,58,@NYTimes
0.0,Sun Mar 18 15:40:09 +0000 2018,0.0,1.0,0.0,"We're looking at a new Sotheby's exhibit of the work of 5 photojournalists who covered social, military and politic… https://t.co/J0cmceq9Q2",59,@NYTimes
0.0,Sun Mar 18 15:30:12 +0000 2018,0.0,1.0,0.0,Britain says it has proof that Russia has been stockpiling and researching lethal nerve agents for the purpose of a… https://t.co/JiNBYTAlGj,60,@NYTimes
0.5859,Sun Mar 18 15:15:08 +0000 2018,0.0,0.833,0.167,"Putin is expected to win big, the only question being how many voters will participate in a hollow exercise unlikel… https://t.co/flE4lRMyYn",61,@NYTimes
0.0,Sun Mar 18 15:00:14 +0000 2018,0.0,1.0,0.0,"The University of Maryland, Baltimore County, isn't just an athletic Cinderella Story. It's also an academic one. https://t.co/tECQUYlXV7",62,@NYTimes
0.0,Sun Mar 18 14:45:05 +0000 2018,0.0,1.0,0.0,China signaled it will continue its financial shake-up with the decision to elevate deputy governor Yi Gang to lead… https://t.co/MbImPMWasV,63,@NYTimes
-0.6249,Sun Mar 18 14:30:05 +0000 2018,0.242,0.758,0.0,"President Trump escalated his attacks on Robert Mueller, calling the Russia inquiry partisan. And he accused James… https://t.co/IZjchhQ8zR",64,@NYTimes
0.0,Sun Mar 18 14:15:05 +0000 2018,0.0,1.0,0.0,The hottest political advice for House Democratic candidates right now: “Don’t say you’re for Pelosi.” But Nancy Pe… https://t.co/fky93OobL7,65,@NYTimes
0.0,Sun Mar 18 14:00:32 +0000 2018,0.0,1.0,0.0,"Henrietta Lacks never traveled farther than Baltimore from her family home in southern Virginia, but her cells have… https://t.co/jvyee14QgS",66,@NYTimes
0.0,Sun Mar 18 13:54:32 +0000 2018,0.0,1.0,0.0,China Set to Name Yi Gang as Central Bank Chief https://t.co/wVx9wwas6G,67,@NYTimes
0.5514,Sun Mar 18 13:45:06 +0000 2018,0.0,0.835,0.165,Have you been brushing up on relative clauses? Subject-verb agreement? Test your skills in our copy editing quiz. https://t.co/mzEDu4Idst,68,@NYTimes
-0.128,Sun Mar 18 13:15:04 +0000 2018,0.12,0.88,0.0,Here are tips and tricks to make traveling with kids a breeze https://t.co/dtJJjw9ALE,69,@NYTimes
0.0,Sun Mar 18 12:45:03 +0000 2018,0.0,1.0,0.0,"2 California cities, 2 very different approaches to the sale of marijuana https://t.co/QaQtSl9WCf",70,@NYTimes
0.0,Sun Mar 18 12:36:27 +0000 2018,0.0,1.0,0.0,Britain Says It Has Proof Russia Stockpiled Lethal Nerve Agent https://t.co/HdQIQksN7g,71,@NYTimes
0.5719,Sun Mar 18 12:15:06 +0000 2018,0.0,0.821,0.179,"An Indian children’s book spotlights 11 leaders “who will inspire you.” It features Gandhi, Nelson Mandela, Barack… https://t.co/U70Mypntiq",72,@NYTimes
-0.3182,Sun Mar 18 12:10:07 +0000 2018,0.223,0.777,0.0,Loose Ends: Daily Affirmations From the White House https://t.co/bmFn1gidXl,73,@NYTimes
0.0,Sun Mar 18 11:45:42 +0000 2018,0.0,1.0,0.0,"Review: As James Levine Sues, the Met Opera Opens a New ‘Così’ https://t.co/THRdBTRSML",74,@NYTimes
0.0,Sun Mar 18 11:45:06 +0000 2018,0.0,1.0,0.0,"How to spend 36 hours in Oaxaca, Mexico https://t.co/eGHgcX0yx4",75,@NYTimes
0.0,Sun Mar 18 11:15:06 +0000 2018,0.0,1.0,0.0,"Chocolate oatmeal for breakfast, anyone?
 https://t.co/uc4f8mLkU7",76,@NYTimes
0.0,Sun Mar 18 10:45:02 +0000 2018,0.0,1.0,0.0,You asked: Can I catch the same cold twice? Here's a brief explanation. https://t.co/4JFtFIgzCx,77,@NYTimes
0.0,Sun Mar 18 10:15:02 +0000 2018,0.0,1.0,0.0,One of the fastest American marathon runners right now is a 29-year-old doctor in rural Connecticut who doesn’t hav… https://t.co/whU3pVZJEf,78,@NYTimes
0.144,Sun Mar 18 09:54:37 +0000 2018,0.0,0.876,0.124,Nancy Pelosi Wants to Lead. More Democratic Candidates Want Her Out. https://t.co/IDxHWoUwHp,79,@NYTimes
0.0,Sun Mar 18 09:46:57 +0000 2018,0.0,1.0,0.0,"Sunday Routine: How Tamara Shopsin, Illustrator and Part-Time Cook, Spends Her Sundays https://t.co/omUPfN1MWT",80,@NYTimes
-0.2263,Sun Mar 18 09:43:05 +0000 2018,0.192,0.808,0.0,"James Levine, a Fractured Partnership and a Met Opera Lawsuit https://t.co/SuyWMuREg1",81,@NYTimes
-0.4588,Sun Mar 18 09:31:25 +0000 2018,0.167,0.833,0.0,French bulldogs are far more fragile than they look — an unfortunate fate guaranteed by breeding https://t.co/hVcpLcG6Hx,82,@NYTimes
0.5719,Sun Mar 18 09:13:08 +0000 2018,0.0,0.684,0.316,Trilobites: In Search of the Perfect Hair Dye https://t.co/B1SGqzhReq,83,@NYTimes
0.3182,Sun Mar 18 08:57:53 +0000 2018,0.0,0.813,0.187,Presidential Vote in Russia Sure to Give Putin 6 More Years https://t.co/jmnfp6HTD8,84,@NYTimes
0.0,Sun Mar 18 08:42:26 +0000 2018,0.0,1.0,0.0,"The evolution of Alan Hollinghurst, one of fiction’s gay liberators https://t.co/ZHg2PPEhsg",85,@NYTimes
0.0,Sun Mar 18 08:25:46 +0000 2018,0.0,1.0,0.0,"‘S.N.L.’ Takes Aim at Betsy DeVos, Jeff Sessions and Rex Tillerson https://t.co/6Q1LpK8O3J",86,@NYTimes
0.0,Sun Mar 18 08:16:27 +0000 2018,0.0,1.0,0.0,"""The violinist's daughter gave me a book of poems and a card. She signed the card 'Love, Ruthie.' She was the first… https://t.co/IJu9s8r6to",87,@NYTimes
0.5267,Sun Mar 18 07:59:13 +0000 2018,0.0,0.805,0.195,"Jay-Z and Beyoncé's tour announcement took its visual inspiration from the film ""Touki Bouki"" https://t.co/Rl6DOOJMvE",88,@NYTimes
0.1779,Sun Mar 18 07:42:38 +0000 2018,0.095,0.779,0.126,"For years, no chef dared try to improve the iconic croissant. Now, though, a new generation of bakers is trying.… https://t.co/XA028SbJ9g",89,@NYTimes
0.4019,Sun Mar 18 07:25:28 +0000 2018,0.0,0.722,0.278,A healthy dinner that packs in flavor https://t.co/C7NkqbmNYD https://t.co/LbNzwuRlEK,90,@NYTimes
0.1779,Sun Mar 18 07:08:34 +0000 2018,0.206,0.515,0.278,Should teenagers protest? Research says yes. https://t.co/CUQku1vvNI,91,@NYTimes
0.0,Sun Mar 18 06:51:40 +0000 2018,0.0,1.0,0.0,Wedding season is upon us (it officially kicks off in April). Here are a few money saving tips for weddings guests. https://t.co/iHYxhWGstZ,92,@NYTimes
0.0,Sun Mar 18 06:34:57 +0000 2018,0.0,1.0,0.0,"As the list of endangered animals worldwide grows longer, society may soon be faced with an impossible decision: wh… https://t.co/C94gb7Q9GN",93,@NYTimes
0.0,Sun Mar 18 06:18:09 +0000 2018,0.0,1.0,0.0,"If cooking is a vehicle for memory, for many Filipinos, the dishes of their heritage are inseparable from days of c… https://t.co/3CrxIeIaAM",94,@NYTimes
0.4588,Sun Mar 18 06:01:27 +0000 2018,0.0,0.81,0.19,"There's so much to see and do in St. Louis, and all of it is within easy reach https://t.co/eAv1kFiY52",95,@NYTimes
0.0,Sun Mar 18 05:42:48 +0000 2018,0.0,1.0,0.0,Here's the 2018 election calendar https://t.co/bcs5orBvUz,96,@NYTimes
-0.8834,Sun Mar 18 05:26:32 +0000 2018,0.393,0.511,0.096,Many people attribute cancer to bad luck. But wretched statistics on cancer mortalities are also linked to racial i… https://t.co/ZHGl0RV2fA,97,@NYTimes
-0.5994,Sun Mar 18 05:09:41 +0000 2018,0.311,0.546,0.143,"Modern Love: He was struggling with an obscure neurological illness. Before he died in January, she was his world. https://t.co/CaIe8a29Nv",98,@NYTimes
0.0,Sun Mar 18 04:52:11 +0000 2018,0.0,1.0,0.0,For the record: I'm With Her chose its band name before Hillary Clinton's campaign started using its slogan https://t.co/hfvhriI7XP,99,@NYTimes
